(myenv) gowrav8849@PAVILION:~/V2/refactored$ python run_experiments.py --models gcn gat h2gcn linkx --datasets cornell citeseer cornell pubmed texas wisconsin actor --feature-settings full none random topk --selectors variance correlation random_forest --topk-values 16 64 256 --seeds 0 1 2
2026-04-28 17:36:17,534 | I | runner | Run citeseer_gcn_topk_random_forest_k16_s0 | acc=0.6550 f1=0.6262 auc=0.8786
2026-04-28 17:36:19,749 | I | runner | Run citeseer_gcn_topk_random_forest_k64_s0 | acc=0.6660 f1=0.6348 auc=0.8783
2026-04-28 17:36:22,825 | I | runner | Run citeseer_gcn_topk_random_forest_k256_s0 | acc=0.6830 f1=0.6567 auc=0.8881
2026-04-28 17:36:31,125 | I | runner | Run citeseer_gcn_full_s1 | acc=0.7150 f1=0.6800 auc=0.9055
2026-04-28 17:36:33,172 | I | runner | Run citeseer_gcn_none_s1 | acc=0.1960 f1=0.1927 auc=0.5124
2026-04-28 17:36:34,776 | I | runner | Run citeseer_gcn_random_s1 | acc=0.2400 f1=0.2453 auc=0.6041
2026-04-28 17:36:36,730 | I | runner | Run citeseer_gcn_topk_variance_k16_s1 | acc=0.4450 f1=0.4074 auc=0.7379
2026-04-28 17:36:38,880 | I | runner | Run citeseer_gcn_topk_variance_k64_s1 | acc=0.6460 f1=0.6202 auc=0.8805
2026-04-28 17:36:41,801 | I | runner | Run citeseer_gcn_topk_variance_k256_s1 | acc=0.6990 f1=0.6738 auc=0.8938
2026-04-28 17:36:43,647 | I | runner | Run citeseer_gcn_topk_correlation_k16_s1 | acc=0.6580 f1=0.6257 auc=0.8783
2026-04-28 17:36:45,564 | I | runner | Run citeseer_gcn_topk_correlation_k64_s1 | acc=0.6730 f1=0.6414 auc=0.8856
2026-04-28 17:36:47,704 | I | runner | Run citeseer_gcn_topk_correlation_k256_s1 | acc=0.6900 f1=0.6645 auc=0.9013
2026-04-28 17:36:49,860 | I | runner | Run citeseer_gcn_topk_random_forest_k16_s1 | acc=0.6610 f1=0.6316 auc=0.8772
2026-04-28 17:36:52,237 | I | runner | Run citeseer_gcn_topk_random_forest_k64_s1 | acc=0.6750 f1=0.6440 auc=0.8782
2026-04-28 17:36:55,296 | I | runner | Run citeseer_gcn_topk_random_forest_k256_s1 | acc=0.6920 f1=0.6589 auc=0.8963
2026-04-28 17:37:02,844 | I | runner | Run citeseer_gcn_full_s2 | acc=0.7180 f1=0.6849 auc=0.9060
2026-04-28 17:37:04,316 | I | runner | Run citeseer_gcn_none_s2 | acc=0.2040 f1=0.1792 auc=0.5133
2026-04-28 17:37:05,904 | I | runner | Run citeseer_gcn_random_s2 | acc=0.3020 f1=0.2735 auc=0.6112
2026-04-28 17:37:07,880 | I | runner | Run citeseer_gcn_topk_variance_k16_s2 | acc=0.4520 f1=0.4214 auc=0.7427
2026-04-28 17:37:10,111 | I | runner | Run citeseer_gcn_topk_variance_k64_s2 | acc=0.6530 f1=0.6250 auc=0.8784
2026-04-28 17:37:12,762 | I | runner | Run citeseer_gcn_topk_variance_k256_s2 | acc=0.6920 f1=0.6650 auc=0.8947
2026-04-28 17:37:14,797 | I | runner | Run citeseer_gcn_topk_correlation_k16_s2 | acc=0.6550 f1=0.6263 auc=0.8816
2026-04-28 17:37:16,778 | I | runner | Run citeseer_gcn_topk_correlation_k64_s2 | acc=0.6760 f1=0.6455 auc=0.8841
2026-04-28 17:37:19,432 | I | runner | Run citeseer_gcn_topk_correlation_k256_s2 | acc=0.6830 f1=0.6557 auc=0.8974
2026-04-28 17:37:22,418 | I | runner | Run citeseer_gcn_topk_random_forest_k16_s2 | acc=0.6440 f1=0.6212 auc=0.8774
2026-04-28 17:37:24,637 | I | runner | Run citeseer_gcn_topk_random_forest_k64_s2 | acc=0.6810 f1=0.6464 auc=0.8799
2026-04-28 17:37:27,309 | I | runner | Run citeseer_gcn_topk_random_forest_k256_s2 | acc=0.6890 f1=0.6584 auc=0.8935
2026-04-28 17:37:28,376 | I | runner | Run cornell_gcn_full_s0 | acc=0.3784 f1=0.1120 auc=0.7147
2026-04-28 17:37:29,079 | I | runner | Run cornell_gcn_none_s0 | acc=0.3784 f1=0.1489 auc=0.5769
2026-04-28 17:37:29,826 | I | runner | Run cornell_gcn_random_s0 | acc=0.2162 f1=0.1417 auc=0.5505
2026-04-28 17:37:30,784 | I | runner | Run cornell_gcn_topk_variance_k16_s0 | acc=0.5135 f1=0.2393 auc=0.7778
2026-04-28 17:37:31,848 | I | runner | Run cornell_gcn_topk_variance_k64_s0 | acc=0.4595 f1=0.2115 auc=0.7388
2026-04-28 17:37:32,893 | I | runner | Run cornell_gcn_topk_variance_k256_s0 | acc=0.3784 f1=0.1120 auc=0.7360
2026-04-28 17:37:33,985 | I | runner | Run cornell_gcn_topk_correlation_k16_s0 | acc=0.4865 f1=0.3833 auc=0.7079
2026-04-28 17:37:34,892 | I | runner | Run cornell_gcn_topk_correlation_k64_s0 | acc=0.5135 f1=0.2419 auc=0.7555
2026-04-28 17:37:35,862 | I | runner | Run cornell_gcn_topk_correlation_k256_s0 | acc=0.3784 f1=0.1417 auc=0.7412
2026-04-28 17:37:37,554 | I | runner | Run cornell_gcn_topk_random_forest_k16_s0 | acc=0.4324 f1=0.2817 auc=0.7463
2026-04-28 17:37:39,079 | I | runner | Run cornell_gcn_topk_random_forest_k64_s0 | acc=0.4054 f1=0.2188 auc=0.7361
2026-04-28 17:37:40,644 | I | runner | Run cornell_gcn_topk_random_forest_k256_s0 | acc=0.3784 f1=0.1417 auc=0.7366
2026-04-28 17:37:42,190 | I | runner | Run cornell_gcn_full_s1 | acc=0.3514 f1=0.1061 auc=0.7457
2026-04-28 17:37:43,295 | I | runner | Run cornell_gcn_none_s1 | acc=0.3784 f1=0.1440 auc=0.4821
2026-04-28 17:37:44,541 | I | runner | Run cornell_gcn_random_s1 | acc=0.2973 f1=0.0978 auc=0.5167
2026-04-28 17:37:46,509 | I | runner | Run cornell_gcn_topk_variance_k16_s1 | acc=0.5135 f1=0.2393 auc=0.7704
2026-04-28 17:37:47,560 | I | runner | Run cornell_gcn_topk_variance_k64_s1 | acc=0.4054 f1=0.1867 auc=0.7420
2026-04-28 17:37:48,625 | I | runner | Run cornell_gcn_topk_variance_k256_s1 | acc=0.4595 f1=0.2115 auc=0.7358
2026-04-28 17:37:49,838 | I | runner | Run cornell_gcn_topk_correlation_k16_s1 | acc=0.4324 f1=0.3442 auc=0.7124
2026-04-28 17:37:50,814 | I | runner | Run cornell_gcn_topk_correlation_k64_s1 | acc=0.5405 f1=0.3019 auc=0.7687
2026-04-28 17:37:51,804 | I | runner | Run cornell_gcn_topk_correlation_k256_s1 | acc=0.4054 f1=0.1867 auc=0.7586
2026-04-28 17:37:53,453 | I | runner | Run cornell_gcn_topk_random_forest_k16_s1 | acc=0.4324 f1=0.2928 auc=0.7453
2026-04-28 17:37:54,801 | I | runner | Run cornell_gcn_topk_random_forest_k64_s1 | acc=0.4324 f1=0.1988 auc=0.7449
2026-04-28 17:37:56,179 | I | runner | Run cornell_gcn_topk_random_forest_k256_s1 | acc=0.4054 f1=0.1722 auc=0.7508
2026-04-28 17:37:57,340 | I | runner | Run cornell_gcn_full_s2 | acc=0.3784 f1=0.1417 auc=0.7371
2026-04-28 17:37:58,052 | I | runner | Run cornell_gcn_none_s2 | acc=0.4054 f1=0.1555 auc=0.4753
2026-04-28 17:37:58,771 | I | runner | Run cornell_gcn_random_s2 | acc=0.3243 f1=0.1623 auc=0.5086
2026-04-28 17:37:59,754 | I | runner | Run cornell_gcn_topk_variance_k16_s2 | acc=0.5135 f1=0.2419 auc=0.7770
2026-04-28 17:38:00,753 | I | runner | Run cornell_gcn_topk_variance_k64_s2 | acc=0.4324 f1=0.1833 auc=0.7651
2026-04-28 17:38:01,764 | I | runner | Run cornell_gcn_topk_variance_k256_s2 | acc=0.3784 f1=0.1120 auc=0.7420
